date_,div,rrc_name,branch,sku_tp,sku_wh,coverage_rate
2025-05-25,03. див. Западная Сибирь,Новосибирск Склад,Новосиб Технопоинт ТРЦ Калейдоскоп,24512,45334,54.07
2025-05-25,03. див. Западная Сибирь,Новосибирск Склад,"Новосиб Технопоинт ТЦ ""Юпитер""",18588,45334,41.0
2025-05-25,03. див. Западная Сибирь,Новосибирск Склад,Новосиб Технопоинт ТЦ Калининский,17121,45334,37.77
2025-05-25,03. див. Западная Сибирь,Новосибирск Склад,Томск Технопоинт,24200,45334,53.38
2025-05-25,03. див. Западная Сибирь,Новосибирск Склад,Томск Технопоинт на Нахимова,19594,45334,43.22
2025-05-25,03. див. Западная Сибирь,Новосибирск Склад,Юрга Технопоинт,16957,45334,37.4
2025-05-25,03. див. Западная Сибирь,Омск Склад,Омск ГИПЕР Арена,5088,33303,15.28
2025-05-25,03. див. Западная Сибирь,Омск Склад,Омск Технопоинт Красный Путь ,15772,33303,47.36
2025-05-25,03. див. Западная Сибирь,Омск Склад,Омск Технопоинт ТЦ Европа,10573,33303,31.75
2025-05-25,03. див. Западная Сибирь,Омск Склад,Омск Технопоинт ТЦ Каскад,14874,33303,44.66
2025-05-25,04. див. Урал,Екатеринбург Склад,Екб Героев России ТП,20017,46891,42.69
2025-05-25,04. див. Урал,Екатеринбург Склад,Нижневартовск ТД Ланкорд ТП,14301,46891,30.5
2025-05-25,04. див. Урал,Екатеринбург Склад,Сургут Склад,9941,46891,21.2
2025-05-25,04. див. Урал,Екатеринбург Склад,Сургут ТК Империя ТП,12201,46891,26.02
2025-05-25,04. див. Урал,Екатеринбург Склад,Сургут ТП,15910,46891,33.93
2025-05-25,04. див. Урал,Екатеринбург Склад,Тюмень ТЦ Заречный двор ТП,17463,46891,37.24
2025-05-25,04. див. Урал,Екатеринбург Склад,Тюмень на Победы ТП,19976,46891,42.6
2025-05-25,04. див. Урал,Пермь Склад,Пермь Космонавтов ТП,8682,37983,22.86
2025-05-25,04. див. Урал,Пермь Склад,Пермь ТК Чкаловский ТП,16145,37983,42.51
2025-05-25,04. див. Урал,Пермь Склад,Пермь ТЦ Лайнер ТП,15866,37983,41.77
2025-05-25,04. див. Урал,Челябинск Склад,Магнитогорск ТП,8227,42023,19.58
2025-05-25,04. див. Урал,Челябинск Склад,ЧБ SPAR на Комсомольском ТП,15495,42023,36.87
2025-05-25,04. див. Урал,Челябинск Склад,ЧБ МОПРа ТП,18597,42023,44.25
2025-05-25,05. див. Юг,Краснодар Склад,Анапа на Таманской ТП,9159,48296,18.96
2025-05-25,05. див. Юг,Краснодар Склад,Владикавказ Весенняя ТП,15670,48296,32.45
2025-05-25,05. див. Юг,Краснодар Склад,Геленджик Кирова ТП,2738,48296,5.67
2025-05-25,05. див. Юг,Краснодар Склад,Гудермес Мега Сити ТП,8481,48296,17.56
2025-05-25,05. див. Юг,Краснодар Склад,Новомихайловский ТП ПВЗ Мира,3799,48296,7.87
2025-05-25,05. див. Юг,Краснодар Склад,Новороссийск Магазин-склад ДНС,15485,48296,32.06
2025-05-25,05. див. Юг,Краснодар Склад,Сочи Весёлое ТК Александровский ТП,6488,48296,13.43
2025-05-25,05. див. Юг,Краснодар Склад,Сочи Магазин-склад ДНС,18905,48296,39.14
2025-05-25,05. див. Юг,Ростов склад,Армавир Луначарского ТП,10730,48495,22.13
2025-05-25,05. див. Юг,Ростов склад,Волгодонск ТП ПВЗ Старый город,6864,48495,14.15
2025-05-25,05. див. Юг,Ростов склад,Донецк ТП М.Горького 31,9824,48495,20.26
2025-05-25,05. див. Юг,Ростов склад,Ейск ТП ПВЗ Мичурина 19,6808,48495,14.04
2025-05-25,05. див. Юг,Ростов склад,Матвеев Курган ПВЗ на Московской,8980,48495,18.52
2025-05-25,05. див. Юг,Ростов склад,Ростов Обсерваторная,9531,48495,19.65
2025-05-25,05. див. Юг,Ростов склад,Ростов Портовая 386 ТП,6770,48495,13.96
2025-05-25,05. див. Юг,Ростов склад,Ростов Ромашка ТП,1389,48495,2.86
2025-05-25,05. див. Юг,Ростов склад,Ростов ТП 50-летия Ростсельмаша,20597,48495,42.47
2025-05-25,05. див. Юг,Ростов склад,Ростов ТРЦ Орбита ТП,7033,48495,14.5
2025-05-25,05. див. Юг,Ростов склад,Ростов ТРЦ РИО ТП,6589,48495,13.59
2025-05-25,05. див. Юг,Ростов склад,Севастополь Ковпака ТП,16120,48495,33.24
2025-05-25,05. див. Юг,Ростов склад,Симферополь ТРЦ ФМ ТП,18769,48495,38.7
2025-05-25,05. див. Юг,Ростов склад,Симферополь ТЦ Виалаки ТП,9189,48495,18.95
2025-05-25,05. див. Юг,Ростов склад,Ставрополь Бруснева ТП,16152,48495,33.31
2025-05-25,05. див. Юг,Ростов склад,Таганрог ТП на Бульварной,12235,48495,25.23
2025-05-25,05. див. Юг,Ростов склад,Ялта Дарсановский ТП,10759,48495,22.19
2025-05-25,06. див. Средняя Волга,Самара Склад,Оренбург 70 лет ВЛКСМ ТП,13488,42358,31.84
2025-05-25,06. див. Средняя Волга,Самара Склад,Пенза ТЦ Лента ТП,13025,42358,30.75
2025-05-25,06. див. Средняя Волга,Самара Склад,Самара Магазин склад 5 просека,3677,42358,8.68
2025-05-25,06. див. Средняя Волга,Самара Склад,Самара Магазин склад на Лукачева,3217,42358,7.59
2025-05-25,06. див. Средняя Волга,Самара Склад,Самара ТЦ Империя ТП,16435,42358,38.8
2025-05-25,06. див. Средняя Волга,Уфа Склад,Уфа Технопоинт ТЦ ДомПроДом,24072,39587,60.81
2025-05-25,07. див. Верхняя Волга,Казань Склад,Йошкар-Ола Технопоинт,10215,46043,22.19
2025-05-25,07. див. Верхняя Волга,Казань Склад,Казань ТП ТЦ Порт,18416,46043,40.0
2025-05-25,07. див. Верхняя Волга,Казань Склад,Наб. Челны ТЦ Омега Технопоинт,13756,46043,29.88
2025-05-25,07. див. Верхняя Волга,Казань Склад,Нижнекамск Технопоинт,11538,46043,25.06
2025-05-25,07. див. Верхняя Волга,Казань Склад,Саранск Технопоинт,13065,46043,28.38
2025-05-25,07. див. Верхняя Волга,Казань Склад,Ульяновск ТП Пушкаревское кольцо,14742,46043,32.02
2025-05-25,07. див. Верхняя Волга,Казань Склад,Чебоксары ТП ТЦ МТВ,11269,46043,24.47
2025-05-25,07. див. Верхняя Волга,Киров Склад,Ижевск Технопоинт,17166,35285,48.65
2025-05-25,07. див. Верхняя Волга,Киров Склад,Киров ТП ПВЗ Чистые Пруды,4108,35285,11.64
2025-05-25,07. див. Верхняя Волга,Киров Склад,Сыктывкар ТЦ Аврора ТП,11794,35285,33.42
2025-05-25,07. див. Верхняя Волга,Киров Склад,Ухта ТП на Заводской,10637,35285,30.15
2025-05-25,08. див. Центральный,Пушкино Склад,"Москва ТЦ Универмаг ""Московский"" ТП",27193,44199,61.52
2025-05-25,08. див. Центральный,Пушкино Склад,Тверь Рубин 2 ТП,22278,44199,50.4
2025-05-25,08. див. Центральный,Софьино Склад,Москва ТЦ АрмадаХоум ТП,26450,41057,64.42
2025-05-25,08. див. Центральный,Софьино Склад,Подольск Технопоинт,23173,41057,56.44
2025-05-25,09. див. Черноземье,Волгоград Склад,Астрахань Торг.Склад,12919,45326,28.5
2025-05-25,09. див. Черноземье,Волгоград Склад,Волжский Технопоинт,10075,45326,22.23
2025-05-25,09. див. Черноземье,Воронеж Склад,Белгород Торг. Склад,15658,45567,34.36
2025-05-25,09. див. Черноземье,Воронеж Склад,Воронеж Технопоинт,15476,45567,33.96
2025-05-25,09. див. Черноземье,Воронеж Склад,Курск Торг. Склад,14835,45567,32.56
2025-05-25,09. див. Черноземье,Воронеж Склад,Липецк Торг. Склад,14219,45567,31.2
2025-05-25,09. див. Черноземье,Воронеж Склад,Старый Оскол Торг. Склад,12362,45567,27.13
2025-05-25,09. див. Черноземье,Воронеж Склад,Тамбов Торг. Склад,13996,45567,30.72
2025-05-25,09. див. Черноземье,Тула Склад,Брянск Торг. Склад,15967,46547,34.3
2025-05-25,09. див. Черноземье,Тула Склад,Калуга Торг. Склад,15111,46547,32.46
2025-05-25,09. див. Черноземье,Тула Склад,Орёл Торг. Склад,12598,46547,27.07
2025-05-25,09. див. Черноземье,Тула Склад,Рязань Торг. Склад,14537,46547,31.23
2025-05-25,09. див. Черноземье,Тула Склад,Смоленск Торг. Склад,14487,46547,31.12
2025-05-25,10. див. Приволжский,Владимир склад (Гвоздика),Архангельск Технопоинт,16188,52652,30.75
2025-05-25,10. див. Приволжский,Владимир склад (Гвоздика),Вологда ТЦ РИО Технопоинт,20549,52652,39.03
2025-05-25,10. див. Приволжский,Владимир склад (Гвоздика),Иваново Технопоинт ТЦ Евролэнд ,17053,52652,32.39
2025-05-25,10. див. Приволжский,Владимир склад (Гвоздика),Кострома Технопоинт ТЦ Солнечный,15298,52652,29.05
2025-05-25,10. див. Приволжский,Владимир склад (Гвоздика),Н.Новгород ТП на Карла Маркса,18946,52652,35.98
2025-05-25,10. див. Приволжский,Владимир склад (Гвоздика),Н.Новгород Технопоинт,23390,52652,44.42
2025-05-25,10. див. Приволжский,Владимир склад (Гвоздика),Северодвинск Гранд ТП,14636,52652,27.8
2025-05-25,10. див. Приволжский,Владимир склад (Гвоздика),Череповец Технопоинт,17157,52652,32.59
2025-05-25,10. див. Приволжский,Владимир склад (Гвоздика),Ярославль ТЦ Family Room ТП,12108,52652,23.0
2025-05-25,10. див. Приволжский,Владимир склад (Гвоздика),Ярославль ТЦ Тандем ТП,22590,52652,42.9
2025-05-25,11. див. Северо-Западный,Санкт-Петербург Склад,Мурманск Позднякова ТП,16966,56356,30.11
2025-05-25,11. див. Северо-Западный,Санкт-Петербург Склад,Петрозаводск Флотилии ТП,14393,56356,25.54
2025-05-26,01. див. Дальний Восток,Владивосток Склад,Владивосток Некрасовская ТП,18851,30025,62.78
2025-05-26,01. див. Дальний Восток,Прим Аэртон,Уссурийск 5-й км. ТП,12036,46555,25.85
2025-05-26,01. див. Дальний Восток,Хабаровск Склад,Благовещенск Набережная ТП,17487,43190,40.49
2025-05-26,01. див. Дальний Восток,Хабаровск Склад,Комсомольск Вокзальная ТП,14053,43190,32.54
2025-05-26,01. див. Дальний Восток,Хабаровск Склад,Хаб Проспект ТП,18074,43190,41.85
2025-05-26,01. див. Дальний Восток,Хабаровск Склад,Хаб Южный ТП,11569,43190,26.79
2025-05-26,02. див. Восточная Сибирь,Иркутск Склад,Ангарск ДСК ТП,10845,32922,32.94
2025-05-26,02. див. Восточная Сибирь,Иркутск Склад,Братск ТП Центр,14743,32922,44.78
2025-05-26,02. див. Восточная Сибирь,Иркутск Склад,Иркутск Баррикад ТП,17352,32922,52.71
2025-05-26,02. див. Восточная Сибирь,Иркутск Склад,Улан-Удэ Стрелка ТП,16547,32922,50.26
2025-05-26,02. див. Восточная Сибирь,Красноярск Склад,Абк Айсберг ТП,17246,52520,32.84
2025-05-26,02. див. Восточная Сибирь,Красноярск Склад,Кра ТК Планета Мебели ТП,19391,52520,36.92
2025-05-26,02. див. Восточная Сибирь,Красноярск Склад,Кра ТЦ Апельсин ТП,19319,52520,36.78
2025-05-26,02. див. Восточная Сибирь,Красноярск Склад,Кра ТЦ Красноярье ТП,18594,52520,35.4
2025-05-26,03. див. Западная Сибирь,Барнаул Склад,Бийск Технопоинт,17438,30032,58.06
2025-05-26,03. див. Западная Сибирь,Барнаул Склад,Новоалтайск Технопоинт,20797,30032,69.25
2025-05-26,03. див. Западная Сибирь,Новосибирск Склад,Белово Технопоинт,13981,45374,30.81
2025-05-26,03. див. Западная Сибирь,Новосибирск Склад,Кемерово Технопоинт,24113,45374,53.14
2025-05-26,03. див. Западная Сибирь,Новосибирск Склад,Кемерово Технопоинт ТЦ Проспект,16686,45374,36.77
2025-05-26,03. див. Западная Сибирь,Новосибирск Склад,Кемерово Технопоинт на Терешковой,16236,45374,35.78
2025-05-26,03. див. Западная Сибирь,Новосибирск Склад,Ленинск-Кузнецк Технопоинт,17245,45374,38.01
2025-05-26,03. див. Западная Сибирь,Новосибирск Склад,Новокузнецк Технопоинт,25178,45374,55.49
2025-05-26,03. див. Западная Сибирь,Новосибирск Склад,Новосиб Технопоинт ТРЦ Калейдоскоп,24481,45374,53.95
2025-05-26,03. див. Западная Сибирь,Новосибирск Склад,"Новосиб Технопоинт ТЦ ""Юпитер""",18520,45374,40.82
2025-05-26,03. див. Западная Сибирь,Новосибирск Склад,Новосиб Технопоинт ТЦ Калининский,17036,45374,37.55
2025-05-26,03. див. Западная Сибирь,Новосибирск Склад,Томск Технопоинт,24169,45374,53.27
2025-05-26,03. див. Западная Сибирь,Новосибирск Склад,Томск Технопоинт на Нахимова,19552,45374,43.09
2025-05-26,03. див. Западная Сибирь,Новосибирск Склад,Юрга Технопоинт,17015,45374,37.5
2025-05-26,03. див. Западная Сибирь,Омск Склад,Омск ГИПЕР Арена,5083,33263,15.28
2025-05-26,03. див. Западная Сибирь,Омск Склад,Омск Технопоинт Красный Путь ,15760,33263,47.38
2025-05-26,03. див. Западная Сибирь,Омск Склад,Омск Технопоинт ТЦ Европа,10490,33263,31.54
2025-05-26,03. див. Западная Сибирь,Омск Склад,Омск Технопоинт ТЦ Каскад,15399,33263,46.29
2025-05-26,04. див. Урал,Екатеринбург Склад,Екб Героев России ТП,20025,46934,42.67
2025-05-26,04. див. Урал,Екатеринбург Склад,Нижневартовск ТД Ланкорд ТП,14420,46934,30.72
2025-05-26,04. див. Урал,Екатеринбург Склад,Сургут Склад,9974,46934,21.25
2025-05-26,04. див. Урал,Екатеринбург Склад,Сургут ТК Империя ТП,12205,46934,26.0
2025-05-26,04. див. Урал,Екатеринбург Склад,Сургут ТП,16241,46934,34.6
2025-05-26,04. див. Урал,Екатеринбург Склад,Тюмень ТЦ Заречный двор ТП,17462,46934,37.21
2025-05-26,04. див. Урал,Екатеринбург Склад,Тюмень на Победы ТП,19801,46934,42.19
2025-05-26,04. див. Урал,Пермь Склад,Пермь Космонавтов ТП,8672,38066,22.78
2025-05-26,04. див. Урал,Пермь Склад,Пермь ТК Чкаловский ТП,16158,38066,42.45
2025-05-26,04. див. Урал,Пермь Склад,Пермь ТЦ Лайнер ТП,15883,38066,41.72
2025-05-26,04. див. Урал,Челябинск Склад,Магнитогорск ТП,8221,41889,19.63
2025-05-26,04. див. Урал,Челябинск Склад,ЧБ SPAR на Комсомольском ТП,15450,41889,36.88
2025-05-26,04. див. Урал,Челябинск Склад,ЧБ МОПРа ТП,18592,41889,44.38
2025-05-26,05. див. Юг,Краснодар Склад,Анапа на Таманской ТП,9123,48513,18.81
2025-05-26,05. див. Юг,Краснодар Склад,Владикавказ Весенняя ТП,15592,48513,32.14
2025-05-26,05. див. Юг,Краснодар Склад,Геленджик Кирова ТП,2716,48513,5.6
2025-05-26,05. див. Юг,Краснодар Склад,Гудермес Мега Сити ТП,8529,48513,17.58
2025-05-26,05. див. Юг,Краснодар Склад,Новомихайловский ТП ПВЗ Мира,3768,48513,7.77
2025-05-26,05. див. Юг,Краснодар Склад,Новороссийск Магазин-склад ДНС,15489,48513,31.93
2025-05-26,05. див. Юг,Краснодар Склад,Сочи Весёлое ТК Александровский ТП,6501,48513,13.4
2025-05-26,05. див. Юг,Краснодар Склад,Сочи Магазин-склад ДНС,18929,48513,39.02
2025-05-26,05. див. Юг,Ростов склад,Армавир Луначарского ТП,10844,48495,22.36
2025-05-26,05. див. Юг,Ростов склад,Волгодонск ТП ПВЗ Старый город,6843,48495,14.11
2025-05-26,05. див. Юг,Ростов склад,Донецк ТП М.Горького 31,9862,48495,20.34
2025-05-26,05. див. Юг,Ростов склад,Ейск ТП ПВЗ Мичурина 19,6805,48495,14.03
2025-05-26,05. див. Юг,Ростов склад,Матвеев Курган ПВЗ на Московской,8942,48495,18.44
2025-05-26,05. див. Юг,Ростов склад,Ростов Обсерваторная,9604,48495,19.8
2025-05-26,05. див. Юг,Ростов склад,Ростов Портовая 386 ТП,6750,48495,13.92
2025-05-26,05. див. Юг,Ростов склад,Ростов Ромашка ТП,1970,48495,4.06
2025-05-26,05. див. Юг,Ростов склад,Ростов ТП 50-летия Ростсельмаша,20766,48495,42.82
2025-05-26,05. див. Юг,Ростов склад,Ростов ТРЦ Орбита ТП,7002,48495,14.44
2025-05-26,05. див. Юг,Ростов склад,Ростов ТРЦ РИО ТП,6564,48495,13.54
2025-05-26,05. див. Юг,Ростов склад,Севастополь Ковпака ТП,16292,48495,33.6
2025-05-26,05. див. Юг,Ростов склад,Симферополь ТРЦ ФМ ТП,18848,48495,38.87
2025-05-26,05. див. Юг,Ростов склад,Симферополь ТЦ Виалаки ТП,9119,48495,18.8
2025-05-26,05. див. Юг,Ростов склад,Ставрополь Бруснева ТП,16195,48495,33.4
2025-05-26,05. див. Юг,Ростов склад,Таганрог ТП на Бульварной,12250,48495,25.26
2025-05-26,05. див. Юг,Ростов склад,Ялта Дарсановский ТП,10706,48495,22.08
2025-05-26,06. див. Средняя Волга,Самара Склад,Оренбург 70 лет ВЛКСМ ТП,13480,42600,31.64
2025-05-26,06. див. Средняя Волга,Самара Склад,Пенза ТЦ Лента ТП,13088,42600,30.72
2025-05-26,06. див. Средняя Волга,Самара Склад,Самара Магазин склад 5 просека,3669,42600,8.61
2025-05-26,06. див. Средняя Волга,Самара Склад,Самара Магазин склад на Лукачева,3215,42600,7.55
2025-05-26,06. див. Средняя Волга,Самара Склад,Самара ТЦ Империя ТП,16381,42600,38.45
2025-05-26,06. див. Средняя Волга,Уфа Склад,Уфа Технопоинт ТЦ ДомПроДом,24334,39536,61.55
2025-05-26,07. див. Верхняя Волга,Казань Склад,Йошкар-Ола Технопоинт,10194,46183,22.07
2025-05-26,07. див. Верхняя Волга,Казань Склад,Казань ТП ТЦ Порт,18436,46183,39.92
2025-05-26,07. див. Верхняя Волга,Казань Склад,Наб. Челны ТЦ Омега Технопоинт,13772,46183,29.82
2025-05-26,07. див. Верхняя Волга,Казань Склад,Нижнекамск Технопоинт,11527,46183,24.96
2025-05-26,07. див. Верхняя Волга,Казань Склад,Саранск Технопоинт,13122,46183,28.41
2025-05-26,07. див. Верхняя Волга,Казань Склад,Ульяновск ТП Пушкаревское кольцо,14755,46183,31.95
2025-05-26,07. див. Верхняя Волга,Казань Склад,Чебоксары ТП ТЦ МТВ,11288,46183,24.44
2025-05-26,07. див. Верхняя Волга,Киров Склад,Ижевск Технопоинт,17173,35293,48.66
2025-05-26,07. див. Верхняя Волга,Киров Склад,Киров ТП ПВЗ Чистые Пруды,4091,35293,11.59
2025-05-26,07. див. Верхняя Волга,Киров Склад,Сыктывкар ТЦ Аврора ТП,11798,35293,33.43
2025-05-26,07. див. Верхняя Волга,Киров Склад,Ухта ТП на Заводской,10609,35293,30.06
2025-05-26,08. див. Центральный,Пушкино Склад,"Москва ТЦ Универмаг ""Московский"" ТП",27208,43913,61.96
2025-05-26,08. див. Центральный,Пушкино Склад,Тверь Рубин 2 ТП,22380,43913,50.96
2025-05-26,08. див. Центральный,Софьино Склад,Москва ТЦ АрмадаХоум ТП,26360,41126,64.1
2025-05-26,08. див. Центральный,Софьино Склад,Подольск Технопоинт,23158,41126,56.31
2025-05-26,09. див. Черноземье,Волгоград Склад,Астрахань Торг.Склад,12896,45402,28.4
2025-05-26,09. див. Черноземье,Волгоград Склад,Волжский Технопоинт,10069,45402,22.18
2025-05-26,09. див. Черноземье,Воронеж Склад,Белгород Торг. Склад,15646,45691,34.24
2025-05-26,09. див. Черноземье,Воронеж Склад,Воронеж Технопоинт,15428,45691,33.77
2025-05-26,09. див. Черноземье,Воронеж Склад,Курск Торг. Склад,14841,45691,32.48
2025-05-26,09. див. Черноземье,Воронеж Склад,Липецк Торг. Склад,14234,45691,31.15
2025-05-26,09. див. Черноземье,Воронеж Склад,Старый Оскол Торг. Склад,12344,45691,27.02
2025-05-26,09. див. Черноземье,Воронеж Склад,Тамбов Торг. Склад,14004,45691,30.65
2025-05-26,09. див. Черноземье,Тула Склад,Брянск Торг. Склад,15947,46250,34.48
2025-05-26,09. див. Черноземье,Тула Склад,Калуга Торг. Склад,15102,46250,32.65
2025-05-26,09. див. Черноземье,Тула Склад,Орёл Торг. Склад,12592,46250,27.23
2025-05-26,09. див. Черноземье,Тула Склад,Рязань Торг. Склад,14525,46250,31.41
2025-05-26,09. див. Черноземье,Тула Склад,Смоленск Торг. Склад,14489,46250,31.33
2025-05-26,10. див. Приволжский,Владимир склад (Гвоздика),Архангельск Технопоинт,16385,52717,31.08
2025-05-26,10. див. Приволжский,Владимир склад (Гвоздика),Вологда ТЦ РИО Технопоинт,20516,52717,38.92
2025-05-26,10. див. Приволжский,Владимир склад (Гвоздика),Иваново Технопоинт ТЦ Евролэнд ,18301,52717,34.72
2025-05-26,10. див. Приволжский,Владимир склад (Гвоздика),Кострома Технопоинт ТЦ Солнечный,15308,52717,29.04
2025-05-26,10. див. Приволжский,Владимир склад (Гвоздика),Н.Новгород ТП на Карла Маркса,18888,52717,35.83
2025-05-26,10. див. Приволжский,Владимир склад (Гвоздика),Н.Новгород Технопоинт,23340,52717,44.27
2025-05-26,10. див. Приволжский,Владимир склад (Гвоздика),Северодвинск Гранд ТП,14585,52717,27.67
2025-05-26,10. див. Приволжский,Владимир склад (Гвоздика),Череповец Технопоинт,17124,52717,32.48
2025-05-26,10. див. Приволжский,Владимир склад (Гвоздика),Ярославль ТЦ Family Room ТП,12108,52717,22.97
2025-05-26,10. див. Приволжский,Владимир склад (Гвоздика),Ярославль ТЦ Тандем ТП,22506,52717,42.69
2025-05-26,11. див. Северо-Западный,Санкт-Петербург Склад,Мурманск Позднякова ТП,16995,56901,29.87
2025-05-26,11. див. Северо-Западный,Санкт-Петербург Склад,Петрозаводск Флотилии ТП,14578,56901,25.62
2025-05-27,01. див. Дальний Восток,Владивосток Склад,Владивосток Некрасовская ТП,18747,29984,62.52
2025-05-27,01. див. Дальний Восток,Прим Аэртон,Уссурийск 5-й км. ТП,12023,46951,25.61
2025-05-27,01. див. Дальний Восток,Хабаровск Склад,Благовещенск Набережная ТП,17364,43087,40.3
2025-05-27,01. див. Дальний Восток,Хабаровск Склад,Комсомольск Вокзальная ТП,13991,43087,32.47
2025-05-27,01. див. Дальний Восток,Хабаровск Склад,Хаб Проспект ТП,17976,43087,41.72
2025-05-27,01. див. Дальний Восток,Хабаровск Склад,Хаб Южный ТП,11516,43087,26.73
2025-05-27,02. див. Восточная Сибирь,Иркутск Склад,Ангарск ДСК ТП,10850,32872,33.01
2025-05-27,02. див. Восточная Сибирь,Иркутск Склад,Братск ТП Центр,14768,32872,44.93
2025-05-27,02. див. Восточная Сибирь,Иркутск Склад,Иркутск Баррикад ТП,17368,32872,52.84
2025-05-27,02. див. Восточная Сибирь,Иркутск Склад,Улан-Удэ Стрелка ТП,16489,32872,50.16
2025-05-27,02. див. Восточная Сибирь,Красноярск Склад,Абк Айсберг ТП,17168,52506,32.7
2025-05-27,02. див. Восточная Сибирь,Красноярск Склад,Кра ТК Планета Мебели ТП,19299,52506,36.76
2025-05-27,02. див. Восточная Сибирь,Красноярск Склад,Кра ТЦ Апельсин ТП,19317,52506,36.79
2025-05-27,02. див. Восточная Сибирь,Красноярск Склад,Кра ТЦ Красноярье ТП,18552,52506,35.33
2025-05-27,03. див. Западная Сибирь,Барнаул Склад,Бийск Технопоинт,17399,29850,58.29
2025-05-27,03. див. Западная Сибирь,Барнаул Склад,Новоалтайск Технопоинт,20642,29850,69.15
2025-05-27,03. див. Западная Сибирь,Новосибирск Склад,Белово Технопоинт,13888,45068,30.82
2025-05-27,03. див. Западная Сибирь,Новосибирск Склад,Кемерово Технопоинт,24094,45068,53.46
2025-05-27,03. див. Западная Сибирь,Новосибирск Склад,Кемерово Технопоинт ТЦ Проспект,16635,45068,36.91
2025-05-27,03. див. Западная Сибирь,Новосибирск Склад,Кемерово Технопоинт на Терешковой,16289,45068,36.14
2025-05-27,03. див. Западная Сибирь,Новосибирск Склад,Ленинск-Кузнецк Технопоинт,17323,45068,38.44
2025-05-27,03. див. Западная Сибирь,Новосибирск Склад,Новокузнецк Технопоинт,25253,45068,56.03
2025-05-27,03. див. Западная Сибирь,Новосибирск Склад,Новосиб Технопоинт ТРЦ Калейдоскоп,24405,45068,54.15
2025-05-27,03. див. Западная Сибирь,Новосибирск Склад,"Новосиб Технопоинт ТЦ ""Юпитер""",18537,45068,41.13
2025-05-27,03. див. Западная Сибирь,Новосибирск Склад,Новосиб Технопоинт ТЦ Калининский,16949,45068,37.61
2025-05-27,03. див. Западная Сибирь,Новосибирск Склад,Томск Технопоинт,24264,45068,53.84
2025-05-27,03. див. Западная Сибирь,Новосибирск Склад,Томск Технопоинт на Нахимова,19577,45068,43.44
2025-05-27,03. див. Западная Сибирь,Новосибирск Склад,Юрга Технопоинт,16963,45068,37.64
2025-05-27,03. див. Западная Сибирь,Омск Склад,Омск ГИПЕР Арена,5094,33304,15.3
2025-05-27,03. див. Западная Сибирь,Омск Склад,Омск Технопоинт Красный Путь ,15757,33304,47.31
2025-05-27,03. див. Западная Сибирь,Омск Склад,Омск Технопоинт ТЦ Европа,10419,33304,31.28
2025-05-27,03. див. Западная Сибирь,Омск Склад,Омск Технопоинт ТЦ Каскад,15403,33304,46.25
2025-05-27,04. див. Урал,Екатеринбург Склад,Екб Героев России ТП,20002,47161,42.41
2025-05-27,04. див. Урал,Екатеринбург Склад,Нижневартовск ТД Ланкорд ТП,14384,47161,30.5
2025-05-27,04. див. Урал,Екатеринбург Склад,Сургут Склад,9922,47161,21.04
2025-05-27,04. див. Урал,Екатеринбург Склад,Сургут ТК Империя ТП,12177,47161,25.82
2025-05-27,04. див. Урал,Екатеринбург Склад,Сургут ТП,16049,47161,34.03
2025-05-27,04. див. Урал,Екатеринбург Склад,Тюмень ТЦ Заречный двор ТП,17435,47161,36.97
2025-05-27,04. див. Урал,Екатеринбург Склад,Тюмень на Победы ТП,19651,47161,41.67
2025-05-27,04. див. Урал,Пермь Склад,Пермь Космонавтов ТП,8651,37904,22.82
2025-05-27,04. див. Урал,Пермь Склад,Пермь ТК Чкаловский ТП,16148,37904,42.6
2025-05-27,04. див. Урал,Пермь Склад,Пермь ТЦ Лайнер ТП,15895,37904,41.93
2025-05-27,04. див. Урал,Челябинск Склад,Магнитогорск ТП,8133,42000,19.36
2025-05-27,04. див. Урал,Челябинск Склад,ЧБ SPAR на Комсомольском ТП,15436,42000,36.75
2025-05-27,04. див. Урал,Челябинск Склад,ЧБ МОПРа ТП,18579,42000,44.24
2025-05-27,05. див. Юг,Краснодар Склад,Анапа на Таманской ТП,9217,48558,18.98
2025-05-27,05. див. Юг,Краснодар Склад,Владикавказ Весенняя ТП,15659,48558,32.25
2025-05-27,05. див. Юг,Краснодар Склад,Геленджик Кирова ТП,2752,48558,5.67
2025-05-27,05. див. Юг,Краснодар Склад,Гудермес Мега Сити ТП,8522,48558,17.55
2025-05-27,05. див. Юг,Краснодар Склад,Новомихайловский ТП ПВЗ Мира,3853,48558,7.93
2025-05-27,05. див. Юг,Краснодар Склад,Новороссийск Магазин-склад ДНС,15470,48558,31.86
2025-05-27,05. див. Юг,Краснодар Склад,Сочи Весёлое ТК Александровский ТП,6492,48558,13.37
2025-05-27,05. див. Юг,Краснодар Склад,Сочи Магазин-склад ДНС,18837,48558,38.79
2025-05-27,05. див. Юг,Ростов склад,Армавир Луначарского ТП,10794,48497,22.26
2025-05-27,05. див. Юг,Ростов склад,Волгодонск ТП ПВЗ Старый город,6866,48497,14.16
2025-05-27,05. див. Юг,Ростов склад,Донецк ТП М.Горького 31,9846,48497,20.3
2025-05-27,05. див. Юг,Ростов склад,Ейск ТП ПВЗ Мичурина 19,6827,48497,14.08
